-3.679542e+06,-6.415805e+09
-3.664794e+06,2.309416e+10
-3.650046e+06,-3.981251e+10
-3.635299e+06,-4.907924e+10
-3.620551e+06,-2.301240e+10
-3.605803e+06,-1.336447e+10
-3.591056e+06,-4.081217e+10
-3.576308e+06,4.128368e+10
-3.561560e+06,-3.908262e+09
-3.546813e+06,5.667799e+10
-3.532065e+06,8.068004e+09
-3.517317e+06,8.894412e+09
-3.502570e+06,-3.199891e+10
-3.487822e+06,3.556025e+10
-3.473074e+06,-2.808135e+10
-3.458327e+06,-1.244807e+10
-3.443579e+06,-1.883536e+10
-3.428831e+06,-7.553076e+09
-3.414084e+06,3.043843e+10
-3.399336e+06,1.857686e+10
-3.384588e+06,-2.577654e+10
-3.369841e+06,3.833643e+10
-3.355093e+06,-2.279551e+10
-3.340345e+06,-2.687582e+09
-3.325598e+06,-2.339682e+10
-3.310850e+06,5.120768e+10
-3.296102e+06,3.699255e+10
-3.281355e+06,-2.806065e+10
-3.266607e+06,2.050094e+09
-3.251859e+06,2.058751e+10
-3.237112e+06,-1.045427e+10
-3.222364e+06,2.521764e+10
-3.207616e+06,3.209899e+10
-3.192869e+06,4.759606e+09
-3.178121e+06,-2.779331e+10
-3.163373e+06,2.168531e+10
-3.148626e+06,-1.665911e+10
-3.133878e+06,-2.898506e+10
-3.119130e+06,4.901815e+10
-3.104383e+06,2.849605e+10
-3.089635e+06,1.076323e+10
-3.074888e+06,-1.805933e+10
-3.060140e+06,-2.072904e+10
-3.045392e+06,-3.401140e+10
-3.030645e+06,5.055531e+10
-3.015897e+06,-1.398994e+10
-3.001149e+06,1.687702e+10
-2.986402e+06,-6.496058e+09
-2.971654e+06,-6.458033e+10
-2.956906e+06,2.926583e+10
-2.942159e+06,-5.086503e+10
-2.927411e+06,1.168540e+10
-2.912663e+06,-3.670374e+10
-2.897916e+06,-3.022830e+10
-2.883168e+06,1.465155e+10
-2.868420e+06,-2.129367e+10
-2.853673e+06,-3.290856e+10
-2.838925e+06,1.719494e+10
-2.824177e+06,-9.632315e+09
-2.809430e+06,3.276674e+10
-2.794682e+06,5.151472e+10
-2.779934e+06,-8.005501e+09
-2.765187e+06,-4.517566e+10
-2.750439e+06,-2.003075e+10
-2.735691e+06,5.682557e+10
-2.720944e+06,1.288214e+10
-2.706196e+06,2.846493e+10
-2.691448e+06,-2.391083e+10
-2.676701e+06,2.340373e+10
-2.661953e+06,2.501038e+10
-2.647205e+06,2.667470e+10
-2.632458e+06,-6.854963e+09
-2.617710e+06,-4.776774e+10
-2.602962e+06,-8.473055e+10
-2.588215e+06,-5.782253e+09
-2.573467e+06,-5.285441e+09
-2.558719e+06,5.247690e+10
-2.543972e+06,8.838990e+09
-2.529224e+06,-1.020876e+10
-2.514476e+06,3.240833e+10
-2.499729e+06,-2.839256e+09
-2.484981e+06,3.037590e+10
-2.470233e+06,1.308066e+10
-2.455486e+06,-1.162344e+10
-2.440738e+06,4.561519e+10
-2.425990e+06,-4.449827e+09
-2.411243e+06,1.727279e+10
-2.396495e+06,3.162269e+10
-2.381747e+06,-4.521583e+09
-2.367000e+06,-8.640991e+09
-2.352252e+06,-2.876268e+10
-2.337504e+06,3.325380e+10
-2.322757e+06,-8.873772e+09
-2.308009e+06,2.432475e+10
-2.293261e+06,1.172567e+10
-2.278514e+06,2.824864e+10
-2.263766e+06,1.849526e+10
-2.249018e+06,-3.269894e+09
-2.234271e+06,2.952558e+10
-2.219523e+06,-7.968435e+09
-2.204775e+06,-9.924287e+09
-2.190028e+06,-1.972063e+09
-2.175280e+06,2.060182e+10
-2.160532e+06,-1.959485e+10
-2.145785e+06,-1.245934e+10
-2.131037e+06,-1.428985e+10
-2.116289e+06,9.499184e+07
-2.101542e+06,1.697617e+10
-2.086794e+06,1.074497e+09
-2.072046e+06,3.727596e+10
-2.057299e+06,-9.195298e+09
-2.042551e+06,3.624215e+10
-2.027804e+06,-8.572865e+09
-2.013056e+06,3.153424e+10
-1.998308e+06,7.754788e+09
-1.983561e+06,-2.304085e+10
-1.968813e+06,-3.664508e+10
-1.954065e+06,5.036413e+09
-1.939318e+06,3.207857e+10
-1.924570e+06,5.742420e+10
-1.909822e+06,1.619843e+10
-1.895075e+06,-1.587310e+10
-1.880327e+06,7.926655e+09
-1.865579e+06,2.286665e+10
-1.850832e+06,1.563454e+10
-1.836084e+06,3.971020e+10
-1.821336e+06,2.933405e+10
-1.806589e+06,5.025140e+10
-1.791841e+06,2.447284e+10
-1.777093e+06,8.823159e+10
-1.762346e+06,3.529238e+10
-1.747598e+06,1.221025e+11
-1.732850e+06,2.585074e+10
-1.718103e+06,8.328119e+10
-1.703355e+06,5.690814e+10
-1.688607e+06,5.533902e+10
-1.673860e+06,6.762196e+10
-1.659112e+06,1.422570e+10
-1.644364e+06,4.538451e+10
-1.629617e+06,1.165147e+11
-1.614869e+06,4.018252e+10
-1.600121e+06,1.110780e+11
-1.585374e+06,5.568710e+10
-1.570626e+06,1.244675e+11
-1.555878e+06,6.702770e+10
-1.541131e+06,6.091798e+10
-1.526383e+06,1.132582e+11
-1.511635e+06,6.111394e+10
-1.496888e+06,9.011737e+10
-1.482140e+06,9.122902e+10
-1.467392e+06,9.488372e+10
-1.452645e+06,1.028750e+11
-1.437897e+06,1.021875e+11
-1.423149e+06,9.832100e+10
-1.408402e+06,7.952249e+10
-1.393654e+06,1.022206e+11
-1.378906e+06,9.173636e+10
-1.364159e+06,1.164474e+11
-1.349411e+06,1.113347e+11
-1.334663e+06,1.100579e+11
-1.319916e+06,1.012064e+11
-1.305168e+06,1.382134e+11
-1.290420e+06,1.322995e+11
-1.275673e+06,1.802889e+11
-1.260925e+06,1.088061e+11
-1.246177e+06,1.738370e+11
-1.231430e+06,1.328440e+11
-1.216682e+06,1.298371e+11
-1.201934e+06,1.628201e+11
-1.187187e+06,1.694445e+11
-1.172439e+06,1.702788e+11
-1.157691e+06,1.607344e+11
-1.142944e+06,1.251024e+11
